piso_id,m2_edificados,m2_útiles,n_habitaciones,n_baños,planta,precio_alquiler,precio_zona,necesita_reforma,nueva_construcción,año_construción,ascensor,exterior,aparcamiento,precio_aparcamiento,orientación,precio
1868,72.0,,2,1,3,1187.0,4097,1,0,,1,1,0,,sur,295000
1869,74.0,70.0,2,1,3,913.0,2689,0,0,,1,1,0,,oeste,199000
1870,114.0,,3,2,1,1311.0,3026,0,0,1965.0,1,1,0,,este,345000
1871,94.0,65.0,2,1,3,1197.0,3181,0,0,1999.0,1,1,1,0.0,desconocido,299000
1872,74.0,,3,1,-1,973.0,2946,0,0,1980.0,1,1,0,,desconocido,218000
1873,39.0,31.0,1,1,2,666.0,3333,0,0,2002.0,1,1,0,,este,130000
1874,79.0,,2,2,2,1605.0,5987,0,0,1923.0,0,1,0,,este,473000
1875,112.0,80.0,3,1,4,1086.0,2295,0,0,,0,1,1,0.0,este,257000
1876,160.0,140.0,4,3,7,1897.0,3750,0,0,1981.0,1,1,1,0.0,este,600000
1877,320.0,,5,3,5,2510.0,3122,0,0,,1,1,1,0.0,este,999000
1878,186.0,,4,2,1,2047.0,3575,1,0,1961.0,1,1,0,,sur,665000
1879,82.0,74.0,2,1,9,1667.0,6098,0,0,,1,1,1,0.0,desconocido,500000
1880,95.0,,1,1,-1,1067.0,2632,1,0,,1,0,0,,sur,250000
1881,54.0,36.0,1,1,4,1135.0,5093,0,0,,1,1,1,0.0,este,275000
1882,79.0,71.0,2,1,6,1115.0,3386,0,0,1973.0,1,1,0,,este,267500
1883,83.0,,2,2,2,1135.0,3313,0,0,,1,1,1,0.0,sur,275000
1884,52.0,,1,1,2,,2962,0,0,,1,1,1,0.0,desconocido,154000
1885,50.0,45.0,2,1,2,,3180,0,0,,0,1,0,,este,159000
1886,485.0,400.0,6,6,1,,6082,1,0,1960.0,1,1,1,0.0,desconocido,2950000
1887,221.0,,4,3,6,2315.0,3575,0,0,,1,1,1,0.0,desconocido,790000
1888,60.0,,1,1,3,1287.0,5583,0,0,2007.0,1,0,1,25000.0,desconocido,335000
1889,61.0,42.0,1,1,1,901.0,3197,0,0,2008.0,1,1,1,0.0,este,195000
1890,62.0,58.0,2,1,-1,1094.0,4194,0,0,,1,1,0,,desconocido,260000
1891,400.0,,6,6,3,0.0,6750,0,0,,1,1,1,0.0,desconocido,2700000
1892,90.0,72.0,3,2,7,1092.0,2878,1,0,1965.0,1,1,0,,desconocido,259000
1893,239.0,,4,2,2,2333.0,3347,0,0,1984.0,1,1,1,0.0,desconocido,800000
1894,96.0,84.0,3,2,3,1485.0,4375,1,0,,0,1,0,,sur,420000
1895,85.0,,1,1,1,,5059,0,0,1956.0,1,1,0,,oeste,430000
1896,56.0,,2,1,2,1187.0,5268,0,0,,1,1,1,0.0,desconocido,295000
1897,72.0,68.0,4,1,-1,744.0,2083,0,0,1960.0,0,1,0,,desconocido,150000
1898,96.0,82.0,2,2,1,,5198,0,0,1963.0,1,0,0,,oeste,499000
1899,85.0,75.0,3,2,1,1003.0,2682,1,0,1980.0,0,0,0,,desconocido,228000
1900,68.0,61.0,2,2,1,1781.0,8088,0,0,1935.0,1,1,0,,oeste,550000
1901,55.0,,2,1,1,,1800,1,0,1960.0,0,1,0,,este,99000
1902,50.0,42.0,1,1,-1,539.0,1998,0,0,,0,1,0,,oeste,99900
1903,55.0,,2,1,2,539.0,1816,0,0,1966.0,0,1,0,,este,99900
1904,247.0,,4,2,1,0.0,6883,1,0,1920.0,1,1,0,,este,1700000
1905,145.0,,3,2,-1,1119.0,1855,0,0,2004.0,1,1,1,0.0,oeste,269000
1906,105.0,92.0,3,2,1,1781.0,5238,0,0,1980.0,1,1,1,0.0,este,550000
1907,90.0,72.0,3,2,1,1140.0,3078,0,0,1977.0,0,1,1,0.0,sur,277000
1908,263.0,,5,3,5,2470.0,3384,1,0,,1,1,1,0.0,este,890000
1909,144.0,,4,2,4,1644.0,3403,0,0,1981.0,1,1,1,0.0,desconocido,490000
1910,82.0,,2,2,5,1094.0,3171,0,0,2007.0,1,1,1,0.0,sur,260000
1911,112.0,,3,2,5,1041.0,2152,0,0,,1,1,1,0.0,este,241000
1912,440.0,400.0,11,9,3,,4523,0,0,1880.0,1,1,0,,este,1990000
1913,69.0,64.0,3,2,4,1250.0,4638,0,0,1930.0,1,0,0,,sur,320000
1914,178.0,143.0,3,3,2,2070.0,3792,1,0,1957.0,1,1,0,,sur,675000
1915,350.0,,5,5,3,,8143,0,0,,1,1,1,0.0,este,2850000
1916,34.0,33.0,2,1,-1,570.0,3147,0,0,,0,1,0,,este,107000
1917,44.0,,2,1,2,1006.0,5205,0,0,1999.0,0,0,0,,este,229000
1918,240.0,202.0,7,7,2,0.0,5833,0,0,1956.0,1,1,0,,sur,1400000
1919,76.0,69.0,3,1,1,816.0,2237,1,0,1965.0,0,1,0,,desconocido,170000
1920,52.0,,2,1,-1,321.0,1058,1,0,1958.0,0,1,0,,desconocido,55000
1921,150.0,104.0,4,3,2,2115.0,4633,0,0,2019.0,1,1,1,0.0,desconocido,695000
1922,125.0,,3,2,3,,6384,1,0,,1,1,0,,este,798000
1923,60.0,50.0,2,2,-1,,2098,1,0,1953.0,0,0,0,,este,125900
1924,87.0,82.0,2,2,1,1712.0,5977,0,0,,1,1,0,,sur,520000
1925,91.0,,2,1,4,1660.0,5462,0,0,1998.0,1,1,1,0.0,este,497000
1926,55.0,,1,1,1,833.0,3182,0,0,1925.0,0,0,0,,desconocido,175000
1927,292.0,,4,3,5,,5993,0,0,1953.0,1,1,0,,oeste,1750000
1928,112.0,90.0,3,2,2,1943.0,5536,0,0,1991.0,1,1,1,35000.0,sur,620000
1929,166.0,151.0,3,2,4,2213.0,4458,0,0,1957.0,1,1,0,,oeste,740000
1930,80.0,70.0,2,1,6,1621.0,6000,0,0,,1,1,0,,oeste,480000
1931,65.0,,3,1,2,686.0,2077,0,0,,0,1,0,,desconocido,135000
1932,186.0,,3,2,3,0.0,8602,0,0,,1,1,0,,oeste,1600000
1933,299.0,,4,3,1,0.0,5351,0,0,,1,1,0,,desconocido,1600000
1934,101.0,,3,2,1,1078.0,2515,0,1,,1,1,1,0.0,desconocido,254000
1935,124.0,,3,2,3,1052.0,1976,0,0,,1,1,1,0.0,desconocido,245000
1936,100.0,,2,2,5,1571.0,4580,0,0,,1,1,1,0.0,desconocido,458000
1937,65.0,,3,1,4,494.0,1385,0,0,,0,1,0,,desconocido,90000
1938,128.0,,3,3,-1,2374.0,8516,0,0,,1,1,1,0.0,desconocido,1090000
1939,85.0,75.0,3,1,4,698.0,1624,0,0,1966.0,0,1,0,,desconocido,138000
1940,151.0,115.0,4,2,6,1485.0,2781,0,0,1973.0,1,1,1,0.0,este,420000
1941,164.0,146.0,5,2,1,1499.0,2598,0,0,1945.0,1,1,0,,este,426000
1942,125.0,,3,2,-1,1770.0,4360,0,0,,1,1,1,0.0,desconocido,545000
1943,51.0,39.0,2,1,2,638.0,2415,1,0,,1,0,0,,desconocido,123155
1944,100.0,74.0,2,2,5,1105.0,2640,0,0,2001.0,1,1,1,0.0,este,264000
1945,133.0,111.0,2,1,3,,3827,1,0,1940.0,0,1,0,,desconocido,509000
1946,65.0,,1,1,1,884.0,2923,0,1,,1,1,0,,desconocido,190000
1947,300.0,,5,4,2,,2967,0,0,1976.0,1,1,1,0.0,este,890000
1948,92.0,,3,1,1,1299.0,3695,0,0,1969.0,1,1,0,,oeste,339900
1949,44.0,,2,1,5,1148.0,6364,0,0,,1,0,0,,sur,280000
1950,50.0,,1,1,3,1542.0,8900,0,0,,1,1,0,,sur,445000
1951,147.0,139.0,2,2,4,2165.0,7823,0,0,1850.0,1,1,0,,desconocido,1150000
1952,394.0,,6,4,2,,3410,0,0,,0,1,0,,desconocido,1343500
1953,34.0,,1,1,1,901.0,5735,0,0,,1,0,0,,este,195000
1954,77.0,,2,2,3,2115.0,9026,0,0,1900.0,1,1,0,,este,695000
1955,132.0,,3,2,3,,3712,0,0,,1,1,0,,sur,490000
1956,94.0,54.0,2,2,1,722.0,1535,0,0,,1,1,0,,desconocido,144247
1957,239.0,200.0,4,5,3,0.0,9205,0,0,2002.0,1,1,1,0.0,desconocido,2200000
1958,120.0,,3,2,1,1804.0,4667,0,0,2003.0,1,1,1,0.0,este,560000
1959,265.0,,5,3,3,2516.0,3623,0,0,1973.0,1,1,1,0.0,desconocido,960000
1960,150.0,,4,1,3,2024.0,4367,1,0,1955.0,1,1,0,,desconocido,655000
1961,85.0,,3,1,1,833.0,2059,0,0,,0,1,0,,desconocido,175000
1962,70.0,,3,1,3,813.0,2414,0,0,,1,1,0,,desconocido,169000
1963,168.0,,5,2,2,2010.0,3863,0,0,,1,1,0,,desconocido,649000
1964,326.0,,5,5,2,0.0,6902,1,0,,1,1,0,,oeste,2250000
1965,141.0,130.0,4,3,7,2432.0,6099,0,0,1969.0,1,1,0,,sur,860000
1966,81.0,,3,1,1,1081.0,3148,1,0,,1,1,0,,desconocido,255000
1967,82.0,,2,2,1,1405.0,4695,0,0,,1,1,1,0.0,desconocido,385000
1968,86.0,,3,1,2,1113.0,3105,0,0,,1,1,0,,este,267000
1969,90.0,,2,2,6,1839.0,6389,0,0,1950.0,1,0,0,,desconocido,575000
1970,140.0,,4,2,2,1873.0,4214,0,0,2004.0,1,1,1,15000.0,desconocido,590000
1971,64.0,,3,1,5,557.0,1625,0,0,,0,1,0,,desconocido,104000
1972,379.0,,5,4,2,0.0,4723,1,0,1970.0,1,1,1,0.0,este,1790000
1973,155.0,,4,3,4,,4334,0,1,,1,1,1,0.0,desconocido,671706
1974,233.0,186.0,4,4,1,2510.0,4034,0,0,1998.0,1,1,1,0.0,norte,940000
1975,75.0,,2,1,1,833.0,2333,1,0,,1,1,0,,desconocido,175000
1976,114.0,84.0,3,2,2,1323.0,3070,0,0,2019.0,1,1,1,0.0,este,350000
1977,84.0,70.0,2,2,2,1174.0,3452,0,0,2005.0,1,1,1,0.0,norte,290000
1978,50.0,,2,1,-1,608.0,2318,1,0,,0,1,0,,desconocido,115900
1979,95.0,66.0,2,2,6,1028.0,2489,0,0,2007.0,1,1,1,0.0,oeste,236500
1980,55.0,,2,1,4,583.0,2000,0,0,1963.0,0,1,0,,sur,110000
1981,214.0,,3,2,-1,1313.0,5958,0,0,,1,1,1,0.0,desconocido,1275000
1982,105.0,98.0,3,2,3,1873.0,5619,0,0,1900.0,0,1,0,,norte,590000
1983,57.0,,3,1,3,847.0,3140,0,0,,0,1,0,,este,179000
1984,63.0,60.0,2,1,4,604.0,1825,0,0,1969.0,0,1,0,,oeste,115000
1985,162.0,135.0,4,2,4,2012.0,4012,0,0,,1,1,1,0.0,oeste,650000
1986,84.0,66.0,3,1,1,740.0,1774,0,0,,0,1,0,,oeste,149000
1987,189.0,157.0,5,2,2,2470.0,4709,0,0,1961.0,1,1,0,,este,890000
1988,149.0,,6,6,2,2159.0,4799,0,0,,1,1,1,0.0,desconocido,715000
1989,43.0,,1,1,2,,4535,0,0,1880.0,1,0,0,,norte,195000
1990,166.0,140.0,4,3,1,2417.0,5120,1,0,,1,1,1,5403.0,este,850000
1991,80.0,70.0,3,1,1,1086.0,3212,0,0,,1,1,0,,desconocido,257000
1992,107.0,,3,2,1,2012.0,6075,0,0,,1,1,0,,este,650000
1993,72.0,69.0,3,1,3,833.0,2431,1,0,1960.0,1,1,0,,este,175000
1994,160.0,,4,2,7,1777.0,3425,0,0,,1,1,1,0.0,desconocido,548000
1995,42.0,40.0,1,1,2,732.0,3500,0,0,,0,1,0,,desconocido,147000
1996,197.0,,3,2,2,2517.0,4924,0,0,,1,1,1,0.0,este,970000
1997,210.0,,3,4,2,,7614,0,0,1950.0,1,1,0,,norte,1599000
1998,62.0,,3,1,3,,5513,0,0,,1,1,0,,desconocido,341780
1999,134.0,,5,5,1,2137.0,5261,0,0,,1,1,0,,desconocido,705000
2000,39.0,32.0,1,1,-1,,2564,0,0,1950.0,0,0,0,,desconocido,100000
2001,86.0,,2,2,5,1804.0,6512,0,0,,1,1,1,0.0,desconocido,560000
2002,54.0,,1,1,2,977.0,4061,0,0,,1,1,1,18000.0,desconocido,219268
2003,56.0,50.0,2,1,9,884.0,3393,0,0,1955.0,1,1,0,,sur,190000
2004,160.0,,4,2,6,,4938,0,0,1975.0,1,0,1,50000.0,desconocido,790000
2005,83.0,68.0,3,1,-1,,1916,0,0,1969.0,0,1,0,,desconocido,159000
2006,51.0,,3,1,-1,539.0,1959,0,0,1960.0,0,1,0,,este,99900
2007,61.0,51.0,2,1,-1,933.0,3361,0,0,1959.0,1,1,0,,este,205000
2008,87.0,80.0,3,2,2,1187.0,3391,1,0,1964.0,1,1,0,,sur,295000
2009,35.0,,1,1,-1,423.0,2143,1,0,1950.0,1,0,0,,sur,75000
2010,60.0,50.0,3,1,4,512.0,1567,0,0,,0,1,0,,desconocido,94000
2011,72.0,,2,1,1,686.0,1875,1,0,1955.0,0,1,0,,desconocido,135000
2012,200.0,170.0,5,4,1,2480.0,4500,1,0,,1,1,1,0.0,desconocido,900000
2013,109.0,,3,2,5,1127.0,2497,0,1,,1,1,1,0.0,desconocido,272164
2014,78.0,68.0,3,1,3,1299.0,4359,0,0,1932.0,1,1,1,40000.0,este,340000
2015,87.0,77.0,3,2,3,1038.0,2759,1,0,,1,1,0,,desconocido,240000
2016,166.0,,4,3,2,1978.0,3825,1,0,1971.0,1,1,1,0.0,sur,635000
2017,53.0,,2,2,-1,,3962,0,0,1930.0,1,1,0,,sur,210000
2018,66.0,,3,1,1,674.0,2000,1,0,,0,1,0,,desconocido,132000
2019,90.0,83.0,2,1,5,,2667,0,0,1970.0,1,1,0,,desconocido,240000
2020,173.0,,4,2,7,2480.0,5202,1,0,,1,1,0,,oeste,900000
2021,127.0,88.0,3,2,1,,7835,0,1,,1,1,0,,sur,995000
2022,293.0,206.0,3,3,3,,7099,1,0,1973.0,1,1,1,0.0,sur,2080000
2023,134.0,,3,2,3,1694.0,3821,0,0,,1,1,1,0.0,este,512000
2024,50.0,,2,1,2,666.0,2600,0,0,,0,1,0,,desconocido,130000
2025,91.0,,3,1,3,1200.0,3297,1,0,,1,0,0,,este,300000
2026,55.0,42.0,3,1,1,851.0,3273,1,0,,0,0,0,,desconocido,180000
2027,321.0,,6,3,4,0.0,5919,0,0,,1,1,0,,sur,1900000
2028,127.0,,3,2,4,1105.0,2079,0,0,,1,1,0,,sur,264000
2029,121.0,115.0,4,2,1,,6116,0,0,1965.0,1,1,0,,sur,740000
2030,55.0,,2,1,1,535.0,1800,1,0,1930.0,0,1,0,,sur,99000
2031,399.0,358.0,6,7,7,0.0,5263,0,0,1960.0,1,1,1,0.0,este,2100000
2032,205.0,,4,3,1,0.0,7073,0,1,,1,1,1,0.0,desconocido,1450000
2033,205.0,,3,3,6,,3878,0,0,1989.0,1,1,1,0.0,sur,795000
2034,107.0,,4,2,1,2126.0,6542,0,0,,1,1,1,0.0,este,700000
2035,74.0,71.0,3,1,4,,2095,0,0,1965.0,0,1,0,,este,155000
2036,102.0,90.0,3,2,6,,3235,1,0,,1,1,1,0.0,desconocido,330000
2037,50.0,47.0,2,1,-1,702.0,2780,0,0,1968.0,0,1,0,,este,139000
2038,70.0,,2,2,-1,1701.0,7357,0,0,1940.0,1,1,0,,este,515000
2039,75.0,,3,1,2,744.0,2000,0,0,1966.0,0,1,0,,sur,150000
2040,79.0,,3,1,4,1009.0,2911,0,0,1965.0,1,0,0,,desconocido,230000
2041,131.0,,3,2,3,1779.0,4191,0,0,,1,1,0,,este,549000
2042,50.0,48.0,2,1,1,686.0,2700,1,0,1960.0,0,1,0,,este,135000
2043,306.0,,3,4,5,0.0,7190,0,0,,1,1,1,0.0,oeste,2200000
2044,306.0,,5,4,1,2165.0,3758,0,0,,1,1,1,0.0,sur,1150000
2045,81.0,,2,2,3,1508.0,5309,0,1,,1,1,1,0.0,desconocido,430000
2046,61.0,57.0,1,1,-1,1197.0,4902,0,0,1969.0,0,1,0,,sur,299000
2047,70.0,,2,1,4,,2843,0,0,,0,1,0,,desconocido,199000
2048,87.0,81.0,2,1,2,913.0,2287,0,0,1971.0,0,1,0,,este,199000
2049,127.0,,2,2,-1,1175.0,2287,0,1,,1,1,1,0.0,desconocido,290400
2050,240.0,210.0,5,4,5,,3542,0,0,,1,1,1,0.0,sur,850000
2051,60.0,,2,1,1,650.0,2100,0,0,1976.0,0,1,0,,desconocido,126000
2052,159.0,,5,5,2,2510.0,5912,0,0,,1,1,0,,desconocido,940000
2053,78.0,73.0,2,1,9,1169.0,3692,0,0,,1,1,0,,desconocido,288000
2054,86.0,,2,2,-1,,3477,0,0,1987.0,0,1,0,,desconocido,299000
2055,98.0,,3,2,4,1370.0,3776,0,0,,1,1,0,,sur,370000
2056,185.0,,4,2,7,2504.0,5027,1,0,1950.0,1,1,0,,desconocido,930000
2057,75.0,72.0,3,1,3,658.0,1707,0,0,1970.0,0,1,0,,este,128000
2058,133.0,,3,3,-1,,8233,0,1,,1,1,0,,desconocido,1095000
2059,224.0,,5,4,1,1931.0,5335,0,0,1990.0,1,1,1,0.0,sur,1195000
2060,82.0,75.0,4,1,1,1368.0,4500,1,0,1952.0,1,1,0,,este,369000
2061,87.0,82.0,2,2,1,1712.0,5977,0,0,1900.0,1,1,0,,sur,520000
2062,42.0,39.0,1,1,-1,913.0,4738,0,0,1900.0,1,0,0,,sur,199000
2063,63.0,,3,1,1,805.0,2651,0,0,1966.0,1,1,0,,desconocido,167000
2064,157.0,,5,2,5,,3312,0,0,,1,1,1,0.0,este,520000
2065,70.0,65.0,3,1,2,705.0,2000,0,0,,0,1,0,,desconocido,140000
2066,70.0,,2,2,5,,6857,0,0,,1,1,0,,desconocido,480000
2067,85.0,,2,2,4,1621.0,5647,0,0,,1,1,0,,este,480000
2068,61.0,58.0,3,1,4,1316.0,5689,0,0,,1,0,0,,desconocido,347000
2069,171.0,,4,2,1,2192.0,4269,1,0,,1,1,1,0.0,desconocido,730000
2070,139.0,117.0,6,2,-1,1474.0,2986,0,0,1940.0,1,1,0,,oeste,415000
2071,117.0,,3,2,-1,1712.0,4444,0,0,,1,1,1,0.0,este,520000
2072,73.0,,2,1,4,1346.0,4932,0,0,1980.0,1,1,0,,norte,360000
2073,232.0,,2,2,-1,2360.0,3513,1,0,,0,1,1,0.0,sur,815000
2074,247.0,187.0,4,3,4,2287.0,3142,0,0,1974.0,1,1,1,0.0,sur,776000
2075,95.0,83.0,2,2,2,994.0,2368,0,0,2001.0,1,1,0,,desconocido,225000
2076,230.0,,3,2,2,0.0,9565,0,0,,1,1,1,0.0,oeste,2200000
2077,114.0,,2,2,1,1633.0,4254,0,0,,1,1,1,20000.0,este,485000
2078,107.0,105.0,3,2,6,1574.0,4290,0,0,1970.0,1,1,0,,oeste,459000
2079,60.0,50.0,1,1,5,868.0,3083,0,0,2008.0,1,1,1,0.0,desconocido,185000
2080,85.0,,4,2,2,762.0,1824,0,0,,0,1,0,,desconocido,155000
2081,53.0,,1,1,6,,2755,0,0,,1,1,1,0.0,desconocido,146000
2082,165.0,157.0,5,3,5,2103.0,4182,1,0,1968.0,1,1,1,0.0,este,690000
2083,85.0,,2,1,5,569.0,1255,0,0,2000.0,1,1,1,0.0,este,106700
2084,63.0,54.0,2,1,3,625.0,1905,0,0,1965.0,0,1,0,,sur,120000
2085,95.0,85.0,2,2,2,,2368,0,0,2000.0,1,1,0,,sur,225000
2086,250.0,,3,4,2,0.0,8720,0,0,,1,1,0,,desconocido,2180000
2087,78.0,,2,1,1,780.0,2051,0,0,,1,1,0,,sur,160000
2088,124.0,,1,1,1,1839.0,4637,0,0,,1,1,0,,desconocido,575000
2089,600.0,,3,3,4,0.0,6000,0,0,,1,1,1,0.0,desconocido,3600000
2090,165.0,142.0,3,3,3,1892.0,3624,0,0,,1,1,1,0.0,oeste,598000
2091,104.0,,2,2,2,1897.0,5769,0,0,,1,1,0,,oeste,600000
2092,93.0,,3,2,7,,2774,1,0,1972.0,1,1,0,,desconocido,258000
2093,122.0,,4,2,6,1848.0,4746,1,0,,1,1,0,,sur,579000
2094,62.0,58.0,2,1,2,,1855,0,0,,0,1,0,,desconocido,115000
2095,81.0,,2,2,1,1758.0,6667,0,0,,1,1,0,,desconocido,540000
2096,57.0,47.0,1,1,-1,777.0,2789,0,0,1967.0,1,1,0,,este,159000
2097,88.0,,2,2,2,1337.0,4047,0,1,,1,1,0,,desconocido,356175
2098,101.0,90.0,3,1,2,,1396,0,0,1960.0,1,1,0,,sur,141000
2099,123.0,74.0,2,1,1,871.0,1512,0,0,2002.0,1,1,1,0.0,este,186000
2100,87.0,,3,1,3,762.0,1782,0,0,,0,1,1,0.0,este,155000
2101,78.0,59.0,1,1,3,1633.0,6218,0,0,,1,1,0,,desconocido,485000
2102,95.0,,2,2,2,1655.0,5211,0,0,,1,1,1,0.0,este,495000
2103,79.0,,3,1,4,910.0,2506,0,0,1970.0,1,1,0,,este,198000
2104,345.0,,5,4,2,0.0,4925,1,0,1970.0,1,1,1,0.0,este,1699000
2105,107.0,97.0,3,2,6,1662.0,4654,1,0,1969.0,1,1,0,,norte,498000
2106,70.0,55.0,1,1,-1,868.0,2643,0,0,,1,1,0,,desconocido,185000
2107,101.0,76.0,4,2,-1,1391.0,3752,0,0,1939.0,1,0,0,,desconocido,379000
2108,104.0,96.0,4,1,6,1377.0,3587,1,0,1954.0,1,1,1,0.0,este,373000
2109,184.0,155.0,4,3,9,2115.0,3777,0,0,,1,1,1,0.0,este,695000
2110,130.0,120.0,2,2,-1,,2077,1,0,,1,1,0,,desconocido,270000
2111,400.0,,6,5,1,0.0,5125,1,0,,1,1,0,,desconocido,2050000
2112,202.0,175.0,7,2,4,,4450,1,0,1950.0,1,1,1,0.0,norte,899000
2113,65.0,,2,1,3,,4615,1,0,1975.0,1,1,0,,sur,300000
2114,105.0,92.0,3,2,6,1553.0,4286,0,0,,1,1,0,,desconocido,450000
2115,75.0,,3,1,5,1553.0,6000,0,0,1919.0,1,1,0,,este,450000
2116,162.0,130.0,3,2,-1,762.0,957,0,0,1975.0,0,1,0,,norte,155000
2117,63.0,59.0,2,1,3,638.0,1952,0,0,,0,1,0,,este,123000
2118,64.0,60.0,2,1,-1,725.0,2266,1,0,1967.0,1,1,0,,sur,145000
2119,172.0,157.0,3,3,2,0.0,9297,0,0,,1,1,0,,desconocido,1599000
2120,110.0,,2,2,2,,7727,0,0,,1,1,0,,oeste,850000
2121,62.0,52.0,2,2,-1,755.0,2468,0,0,1920.0,1,1,0,,desconocido,153000
2122,133.0,102.0,4,2,5,1839.0,4323,1,0,1948.0,1,1,1,48500.0,oeste,575000
2123,86.0,77.0,3,1,1,1148.0,3256,0,0,1967.0,0,1,0,,sur,280000
2124,60.0,,2,1,-1,705.0,2332,0,0,,1,1,0,,desconocido,139900
2125,61.0,,2,1,3,,6230,0,0,1918.0,1,0,0,,desconocido,380000
2126,75.0,,2,1,3,1038.0,3200,0,0,,1,1,0,,este,240000
2127,99.0,,2,2,2,1955.0,6313,0,0,,1,1,0,,este,625000
2128,365.0,321.0,5,4,2,,9000,1,0,,1,1,0,,desconocido,3285000
2129,160.0,,4,2,3,2514.0,5938,0,0,,1,1,1,0.0,este,950000
2130,97.0,,3,2,4,,3454,0,0,2005.0,1,1,1,0.0,este,335000
2131,85.0,,3,1,2,1197.0,3518,0,0,,1,0,1,22000.0,oeste,299000
2132,177.0,,3,3,1,2428.0,4842,0,0,,1,0,1,0.0,desconocido,857000
2133,53.0,50.0,2,1,1,521.0,1811,0,0,,0,1,0,,desconocido,96000
2134,205.0,,3,4,4,1900.0,5854,0,0,1950.0,1,1,0,,oeste,1200000
2135,92.0,87.0,3,1,1,997.0,2457,0,0,1961.0,1,1,0,,este,226000
2136,139.0,,3,1,1,1980.0,4576,0,0,1900.0,1,1,0,,este,636000
2137,75.0,,3,1,3,625.0,1600,0,0,,0,1,0,,desconocido,119990
2138,123.0,,4,2,2,1712.0,4228,0,0,,1,1,0,,desconocido,520000
2139,51.0,,1,1,5,762.0,3039,0,0,1900.0,1,1,0,,desconocido,155000
2140,92.0,88.0,3,1,3,1009.0,2500,0,0,,1,0,0,,desconocido,230000
2141,57.0,,3,1,-1,471.0,1491,0,0,1971.0,0,1,0,,este,85000
2142,64.0,,3,1,4,694.0,2141,0,0,,0,1,0,,desconocido,137000
2143,203.0,,4,3,1,0.0,7759,0,0,1967.0,1,1,1,0.0,desconocido,1575000
2144,95.0,,2,1,2,1220.0,3242,0,0,,1,1,0,,desconocido,308000
2145,50.0,44.0,1,1,1,1135.0,5500,0,0,1880.0,0,0,0,,este,275000
2146,102.0,,3,2,1,,3578,0,0,1990.0,1,0,1,33000.0,desconocido,365000
2147,79.0,,1,1,2,,5696,0,0,,0,1,0,,desconocido,450000
2148,140.0,,4,2,2,1535.0,3157,0,0,,1,1,1,0.0,este,442000
2149,145.0,,3,2,1,2010.0,4476,0,0,1940.0,1,1,0,,sur,649000
2150,65.0,54.0,2,2,3,777.0,2446,0,0,,1,1,0,,desconocido,159000
2151,102.0,,3,2,1,1508.0,4216,0,0,2007.0,1,1,1,0.0,este,430000
2152,91.0,80.0,3,2,2,,3835,0,0,,1,1,1,0.0,este,349000
2153,60.0,48.0,3,1,2,,3583,0,0,1945.0,1,1,0,,este,215000
2154,65.0,,3,1,3,526.0,1492,0,0,1965.0,0,1,0,,oeste,97000
2155,220.0,,4,4,-1,,6818,0,0,,0,1,1,0.0,desconocido,1500000
2156,77.0,72.0,3,1,3,798.0,2143,0,0,1960.0,0,0,0,,este,165000
2157,55.0,46.0,1,1,2,,3000,0,0,1995.0,1,1,0,,este,165000
2158,85.0,,2,2,8,1551.0,5282,0,0,,1,1,1,0.0,desconocido,449000
2159,123.0,,2,2,1,2232.0,6089,0,0,1900.0,1,1,0,,este,749000
2160,40.0,36.0,1,1,4,976.0,5475,0,0,1940.0,1,1,0,,este,219000
2161,364.0,260.0,8,3,-1,94.0,3777,1,0,1946.0,1,1,0,,oeste,1375000
2162,116.0,104.0,3,1,6,1793.0,4784,1,0,,1,1,1,0.0,este,555000
2163,80.0,,2,1,1,762.0,1938,0,0,2006.0,1,1,0,,oeste,155000
2164,70.0,,3,1,2,725.0,2071,0,0,,0,1,1,0.0,sur,145000
2165,115.0,,4,2,4,1275.0,2870,0,0,1994.0,1,1,0,,desconocido,330000
2166,156.0,,3,3,5,1536.0,8013,1,0,1880.0,1,1,0,,sur,1250000
2167,80.0,70.0,4,1,2,798.0,2062,0,0,,0,1,0,,este,165000
2168,71.0,,3,1,-1,625.0,1690,1,0,1969.0,1,1,0,,desconocido,120000
2169,70.0,,3,1,4,658.0,1829,0,0,1965.0,0,1,0,,oeste,128000
2170,79.0,70.0,2,1,1,682.0,1696,0,0,1996.0,1,1,0,,desconocido,134000
2171,60.0,,2,1,1,389.0,1138,0,0,1966.0,0,1,0,,desconocido,68260
2172,47.0,42.0,1,1,6,1035.0,5085,0,0,,1,0,0,,sur,239000
2173,70.0,,3,1,1,,4214,0,0,,1,1,0,,desconocido,295000
2174,116.0,,3,2,9,1407.0,3328,0,0,,1,1,0,,desconocido,386000
2175,59.0,,2,1,2,622.0,2022,0,0,,0,1,0,,desconocido,119300
2176,113.0,,3,2,1,1346.0,3185,0,0,2010.0,1,1,1,0.0,este,359900
2177,215.0,,5,2,4,,5579,0,0,,1,0,0,,desconocido,1199500
2178,132.0,105.0,2,1,3,901.0,1477,0,0,1967.0,0,1,1,10000.0,este,195000
2179,50.0,47.0,1,1,-1,894.0,3860,0,0,,0,1,0,,oeste,193000
2180,67.0,,3,1,2,,2299,0,0,1960.0,1,1,0,,sur,154000
2181,212.0,,3,2,1,,6132,0,0,,1,1,0,,desconocido,1300000
